@relation average_ratings_original

@attribute movieId numeric
@attribute rating numeric
@attribute 'Average Rating' numeric

@data
1896,3,3
1897,3.214286,3.5
1900,3.7,4
1901,3,3
1902,1,1
1903,4.5,4.5
1904,3.875,4
1907,3.607143,3.5
1909,3.223404,3.5
1910,4,4
1911,2.759259,3
1912,3.758621,4
1913,3.785714,4
1914,3.653846,4
1916,3.678571,4
1917,3.044248,3
1918,3.059524,3
1919,4,4
1920,2.764706,3
1921,3.7375,4
1922,3.666667,4
1923,3.552846,3.5
1924,3.555556,3.5
1925,4.25,4.5
1926,2,2
1927,4.285714,4.5
1928,3,3
1929,2.857143,3
1931,4.25,4.5
1932,2.75,2.5
1933,5,5
1934,4.166667,4.5
1935,3.875,4
1936,4,4
1937,3.5,3.5
1938,4,4
1939,4.636364,5
1940,4.071429,4
1941,4.416667,4.5
1942,4.333333,4.5
1943,3.333333,3.5
1944,3.925,4
1945,4.448276,4.5
1946,4.208333,4.5
1947,3.988889,4
1948,4.458333,4.5
1949,3.6,3.5
1950,3.909091,4
1951,3.571429,3.5
1952,4.064103,4
1953,4.021739,4
1954,3.789855,4
1955,3.83871,4
1956,3.887097,4
1957,3.940476,4
1958,3.867647,4
1959,3.8,4
1960,4.032258,4
1961,3.966387,4
1962,3.625,3.5
1963,4.15,4.5
1964,3.9,4
1965,3.6875,4
1966,3.583333,3.5
1967,3.625,3.5
1968,3.982906,4
1969,2.6875,2.5
1970,2.6,2.5
1971,2.666667,2.5
1972,2.6,2.5
1973,2.333333,2.5
1974,3.088235,3
1975,1.944444,2
1976,2.166667,2
1977,1.666667,1.5
1978,2.5,2.5
1979,2.25,2
1980,3,3
1981,2.333333,2.5
1982,3.538462,3.5
1983,3.1875,3
1984,1.875,2
1985,2.2,2
1986,3.5,3.5
1987,2.5,2.5
1988,3,3
1989,2,2
1990,3,3
1991,2.95,3
1992,2,2
1993,2,2
1994,3.723684,4
1995,2.375,2.5
1996,1.75,1.5
1997,3.726563,4
1998,3.5,3.5
1999,2.666667,2.5
2000,3.588889,3.5
2001,3.210526,3.5
2002,2.974359,3
2003,3.170213,3
2004,2.571429,2.5
2005,3.676471,4
2006,3.427273,3.5
2007,2,2
2008,1,1
2009,3.470588,3.5
2010,3.980769,4
2011,3.479798,3.5
2012,3.265957,3.5
2013,3.178571,3
2014,3.166667,3
2015,3.263158,3.5
2016,2.5,2.5
2017,3.142857,3
2018,3.455882,3.5
2019,4.277778,4.5
2020,3.926471,4
2021,3.083333,3
2022,3.423077,3.5
2023,3.4,3.5
2024,3.333333,3.5
2025,2.884615,3
2026,3.2,3
2027,2.1875,2
2028,3.945026,4
2029,4.2,4.5
2031,3.25,3.5
2032,3,3
2033,3.041667,3
2034,3.222222,3.5
2035,3,3
2036,2.5,2.5
2037,3.666667,4
2038,3.5625,3.5
2039,3.5,3.5
2040,3.333333,3.5
2041,3.333333,3.5
2042,2.75,2.5
2043,3.5625,3.5
2044,2.25,2
2045,3.4,3.5
2046,3.823529,4
2047,4,4
2048,3.875,4
2049,2.5,2.5
2050,2.833333,3
2051,3.75,4
2052,3.285714,3.5
2053,2.352941,2.5
2054,2.743421,2.5
2055,4,4
2056,3.5,3.5
2057,3.75,4
2058,3.621212,3.5
2059,3.222222,3.5
2060,3.041667,3
2062,2,2
2063,1,1
2064,4.392857,4.5
2065,3.619048,3.5
2066,4.071429,4
2067,3.659091,4
2068,4.2,4.5
2069,3.777778,4
2070,4.038462,4
2071,3.75,4
2072,3.052632,3
2073,4,4
2074,4,4
2075,3.833333,4
2076,4.036585,4
2077,3.333333,3.5
2078,3.73913,4
2079,3.5,3.5
2080,3.686275,4
2081,3.679487,4
2082,2.727273,2.5
2083,3.642857,3.5
2084,2.9375,3
2085,3.378049,3.5
2086,5,5
2087,3.631579,3.5
2088,2.54,2.5
2089,3.541667,3.5
2090,3.678571,4
2091,4,4
2092,2.692308,2.5
2093,3.555556,3.5
2094,3.265625,3.5
2095,2.25,2
2096,3.7,4
2097,3.75,4
2098,2,2
2099,3.7,4
2100,3.163462,3
2101,2.5,2.5
2102,4.285714,4.5
2103,3,3
2104,3.666667,4
2105,3.478723,3.5
2106,3.65,3.5
2107,3.2,3
2108,3.692308,4
2109,3.696078,4
2110,3.366667,3.5
2111,3.307692,3.5
2112,3.294118,3.5
2113,3,3
2114,3.652174,4
2115,3.765306,4
2116,3.421053,3.5
2117,3.923077,4
2118,3.7,4
2119,3,3
2120,3.166667,3
2121,2.777778,3
2122,2.318182,2.5
2123,3.15,3
2124,3.285714,3.5
2125,3.75,4
2126,2.804348,3
2128,3,3
2130,4.125,4.5
2131,4.5,4.5
2132,4.195652,4.5
2133,3.113636,3
2134,3.138889,3
2135,3,3
2136,2.694444,2.5
2137,3.8,4
2138,4,4
2139,3.222222,3.5
2140,3.678571,4
2141,3.365385,3.5
2142,3.25,3.5
2143,3.366667,3.5
2144,3.826087,4
2145,3.380952,3.5
2146,3.166667,3
2147,1.8,1.5
2148,3.666667,4
2149,2,2
2150,3.513889,3.5
2151,3.7,4
2152,2.25,2
2153,2.153846,2
2154,2.666667,2.5
2155,3.3,3.5
2159,3.125,3
2160,3.736111,4
2161,3.302632,3.5
2162,2.666667,2.5
2163,3.166667,3
2164,1,1
2165,3.928571,4
2166,3.6875,4
2167,3.310345,3.5
2168,3.375,3.5
2169,2.75,2.5
2170,3,3
2171,3.875,4
2173,3.5,3.5
2174,3.4375,3.5
2176,3.833333,4
2177,4.25,4.5
2178,3.555556,3.5
2180,3.5,3.5
2181,3.6,3.5
2182,4,4
2183,3.722222,4
2184,3.6875,4
2186,4.26087,4.5
2187,4,4
2188,2.633333,2.5
2189,4,4
2190,2,2
2191,0.5,0.5
2193,3.202381,3.5
2194,3.910256,4
2195,2.785714,3
2197,3,3
2200,4,4
2201,4.5,4.5
2202,4.363636,4.5
2203,4.4,4.5
2204,4.166667,4.5
2205,3.5,3.5
2206,3.7,4
2207,4,4
2208,4.071429,4
2210,4,4
2212,4,4
2214,3.5,3.5
2215,4,4
2219,4,4
2221,4,4
2227,4,4
2231,3.847222,4
2232,4.119048,4.5
2236,2.5625,2.5
2237,2,2
2238,3.333333,3.5
2239,3,3
2240,3.153846,3
2241,2.833333,3
2243,3.944444,4
2244,3,3
2245,3.56,3.5
2246,2,2
2247,3.40625,3.5
2248,3.93617,4
2249,3.461538,3.5
2250,3.2,3
2252,3.538462,3.5
2253,2.75,2.5
2254,3,3
2255,2.4,2.5
2256,4,4
2257,3.5,3.5
2259,2.5,2.5
2260,2,2
2261,3.75,4
2262,2.705882,2.5
2263,3.375,3.5
2264,3,3
2265,2,2
2266,2.666667,2.5
2267,4.5,4.5
2268,3.861842,4
2269,2.7,2.5
2271,3.625,3.5
2272,3.7,4
2273,3.55814,3.5
2275,3.166667,3
2276,3,3
2278,3.5625,3.5
2279,3.409091,3.5
2280,3.5,3.5
2282,3.285714,3.5
2283,4,4
2284,5,5
2285,3.333333,3.5
2286,1.666667,1.5
2287,3.5,3.5
2288,3.924242,4
2289,4.204545,4.5
2290,3.25,3.5
2291,3.848315,4
2292,4,4
2294,3.273585,3.5
2295,4,4
2296,2.5625,2.5
2297,3.038462,3
2300,4.212121,4.5
2301,3.666667,4
2302,3.552632,3.5
2303,4.02381,4
2304,4.25,4.5
2305,4.5,4.5
2306,2.8,3
2307,4,4
2310,4,4
2311,3.333333,3.5
2312,3.733333,4
2313,3.857143,4
2314,3.5,3.5
2315,3,3
2316,2.785714,3
2318,4.326087,4.5
2320,2.75,2.5
2321,3.625,3.5
2322,3,3
2323,2,2
2324,4.025253,4
2325,3.625,3.5
2327,3.9,4
2328,3.5,3.5
2329,4.023364,4
2330,4.666667,5
2331,3.777778,4
2333,3.608696,3.5
2334,3.34375,3.5
2335,3.307692,3.5
2336,3.729167,4
2337,3.583333,3.5
2338,2.5,2.5
2339,3,3
2340,2.934783,3
2342,3,3
2344,4.333333,4.5
2345,3.75,4
2346,3.071429,3
2347,3.333333,3.5
2348,3.454545,3.5
2349,3.772727,4
2350,3,3
2351,3.857143,4
2352,3.777778,4
2353,3.477612,3.5
2354,2.5,2.5
2355,3.609524,3.5
2356,3.15,3
2357,4.318182,4.5
2359,4.133333,4.5
2360,3.363636,3.5
2361,3.8125,4
2362,2.75,2.5
2363,3.863636,4
2364,2.75,2.5
2365,2.8,3
2366,3.934783,4
2367,2.727273,2.5
2368,2.666667,2.5
2369,2.971429,3
2370,3.333333,3.5
2371,3.375,3.5
2372,2.5,2.5
2373,2.583333,2.5
2374,3.1875,3
2375,2.704545,2.5
2376,3.184211,3
2377,2.5,2.5
2378,2.636364,2.5
2379,2.421053,2.5
2380,1.833333,1.5
2381,1.964286,2
2382,1.807692,1.5
2383,1.708333,1.5
2384,3.116667,3
2385,2.25,2
2386,3,3
2387,3.038462,3
2388,4,4
2389,2.692308,2.5
2390,3.409091,3.5
2391,3.758065,4
2392,1.85,1.5
2393,3.470588,3.5
2394,3.514286,3.5
2395,3.963235,4
2396,3.966942,4
2397,3.5,3.5
2398,3.659091,4
2399,2.25,2
2400,2,2
2401,3.642857,3.5
2402,2.535714,2.5
2403,3.472222,3.5
2404,2.230769,2
2405,3.322581,3.5
2406,3.584615,3.5
2407,3.209302,3.5
2408,2.4375,2.5
2409,3.470588,3.5
2410,3.071429,3
2411,2.833333,3
2412,2.631579,2.5
2413,3.131579,3
2414,3.333333,3.5
2415,4,4
2416,2.714286,2.5
2417,3,3
2418,3.5,3.5
2419,3,3
2420,3.368421,3.5
2421,2.574074,2.5
2422,2.236842,2
2423,3.74,4
2424,3.241667,3.5
2425,3.6,3.5
2427,3.347222,3.5
2428,2.590909,2.5
2429,3,3
2430,3.8,4
2431,3.107143,3
2432,3.9,4
2433,3.157895,3
2434,3.75,4
2435,3,3
2436,3.5,3.5
2437,3,3
2438,4,4
2439,3.4,3.5
2440,4,4
2441,3,3
2442,4,4
2443,4,4
2445,2.625,2.5
2446,1.4,1
2447,2.923077,3
2448,2,2
2449,2,2
2450,1.791667,1.5
2451,3.833333,4
2453,3.285714,3.5
2454,3.678571,4
2455,3.393617,3.5
2456,2.214286,2
2457,3.2,3
2458,3,3
2459,3.5,3.5
2460,3.4,3.5
2461,3.25,3.5
2462,2.125,2
2463,3.725,4
2464,2.5,2.5
2465,4,4
2467,4.23913,4.5
2468,2.966667,3
2469,3.318182,3.5
2470,3.233333,3.5
2471,2.613636,2.5
2472,3.25,3.5
2473,2.055556,2
2474,3.823529,4
2475,3.5,3.5
2476,2.666667,2.5
2478,3.258065,3.5
2479,2,2
2481,3.75,4
2482,3.25,3.5
2483,2.75,2.5
2485,3.189655,3
2486,3,3
2487,3,3
2488,3.8,4
2490,3.5625,3.5
2491,3.1,3
2492,3.1,3
2493,3.5,3.5
2494,4,4
2495,3.875,4
2496,3.309524,3.5
2497,1.8,1.5
2498,2.333333,2.5
2499,3.5,3.5
2500,2.166667,2
2501,4.1,4
2502,3.915094,4
2504,3.5,3.5
2505,2.305556,2.5
2506,2.75,2.5
2507,1,1
2511,4,4
2513,3.027778,3
2514,2.125,2
2515,2,2
2516,0.75,0.5
2517,3.375,3.5
2518,3.333333,3.5
2519,2,2
2520,3.366667,3.5
2521,2.777778,3
2522,2.409091,2.5
2523,2.666667,2.5
2524,3.4,3.5
2525,2.7,2.5
2526,3,3
2527,3.384615,3.5
2528,3.303571,3.5
2529,3.631579,3.5
2530,2.875,3
2531,2.666667,2.5
2532,3.142857,3
2533,2.730769,2.5
2534,3,3
2535,2.666667,2.5
2536,3.166667,3
2537,2,2
2539,3.245098,3.5
2540,3.1,3
2541,3.127451,3
2542,4.128378,4.5
2545,4.25,4.5
2546,2.375,2.5
2548,1.125,1
2549,2.055556,2
2550,4.166667,4.5
2551,3.75,4
2552,2.5,2.5
2553,4.4,4.5
2554,3.333333,3.5
2555,0.875,0.5
2557,3.166667,3
2558,2.791667,3
2559,2.5,2.5
2560,3,3
2561,3.625,3.5
2562,5,5
2563,4.666667,5
2565,3.380952,3.5
2566,3,3
2567,3,3
2568,1.583333,1.5
2569,4,4
2570,3.5,3.5
2571,4.183398,4.5
2572,3.473684,3.5
2573,5,5
2574,2.318182,2.5
2575,3.722222,4
2577,3,3
2579,3.5,3.5
2580,3.87,4
2581,3.042857,3
2582,3.125,3
2583,3.333333,3.5
2585,3.5,3.5
2586,4,4
2587,2.6,2.5
2589,3,3
2590,3.5,3.5
2594,3.944444,4
2596,3.8,4
2597,2,2
2598,2.875,3
2599,4.044304,4
2600,3.125,3
2605,3.146341,3
2606,2.928571,3
2607,3.666667,4
2609,3.5,3.5
2610,3.5,3.5
2611,3.75,4
2612,3.777778,4
2613,3.6,3.5
2615,3.333333,3.5
2616,2.62963,2.5
2617,3.28481,3.5
2618,3.5,3.5
2620,4.333333,4.5
2621,3.375,3.5
2622,3.238095,3.5
2624,3.666667,4
2625,4,4
2626,4.5,4.5
2627,5,5
2628,3.199275,3
2629,3.5,3.5
2630,3.5,3.5
2631,3,3
2633,3.666667,4
2634,3.666667,4
2635,4,4
2636,5,5
2637,4,4
2638,3,3
2639,3.4,3.5
2640,3.433333,3.5
2641,3.197368,3
2642,2.270833,2
2643,2.208333,2
2644,4.111111,4.5
2647,5,5
2648,4.166667,4.5
2649,5,5
2650,5,5
2651,4.5,4.5
2652,4.5,4.5
2653,2,2
2654,4.25,4.5
2655,3,3
2656,3.5,3.5
2657,3.174603,3
2659,4,4
2660,4.5,4.5
2661,3.5,3.5
2662,3.361111,3.5
2664,3.973684,4
2668,3,3
2669,3.333333,3.5
2670,4.333333,4.5
2671,3.382813,3.5
2672,3.083333,3
2673,4.75,5
2674,3,3
2676,2.75,2.5
2677,3.846154,4
2678,1.666667,1.5
2681,3,3
2682,4.375,4.5
2683,3.272321,3.5
2686,3.818182,4
2687,3.625,3.5
2688,3.241935,3.5
2689,2.833333,3
2690,4.25,4.5
2691,2.75,2.5
2692,4.2,4.5
2693,3.85,4
2694,3.344828,3.5
2696,3.6,3.5
2697,2,2
2699,2.91129,3
2700,3.5,3.5
2701,2.031915,2
2702,2.880952,3
2704,3.666667,4
2706,3.297297,3.5
2707,3.513889,3.5
2708,4,4
2709,2.642857,2.5
2710,2.738372,2.5
2712,3.626984,3.5
2713,2.238095,2
2714,2.333333,2.5
2715,2.666667,2.5
2716,3.761905,4
2717,2.755814,3
2718,3.461538,3.5
2719,2.190476,2
2720,2.1,2
2721,4.416667,4.5
2722,2.573529,2.5
2723,3.111111,3
2724,2.811111,3
2725,3.6,3.5
2726,4.090909,4
2727,3.5,3.5
2728,3.921053,4
2729,3.6875,4
2730,3.333333,3.5
2731,3.892857,4
2732,3.85,4
2733,2.333333,2.5
2734,3.333333,3.5
2735,2.666667,2.5
2736,3.75,4
2738,2.666667,2.5
2739,3.935484,4
2741,2.666667,2.5
2745,3.9,4
2746,3.577778,3.5
2747,3.035714,3
2748,2.7,2.5
2749,4,4
2750,3.75,4
2751,3.5,3.5
2752,4,4
2753,2.666667,2.5
2754,3,3
2755,3.5,3.5
2757,3.857143,4
2758,4,4
2759,3.068182,3
2761,3.77381,4
2762,4.018135,4
2763,3.397436,3.5
2764,4.166667,4.5
2766,4,4
2767,1.5,1.5
2769,2.333333,2.5
2770,3.068627,3
2771,2,2
2772,3,3
2774,4.333333,4.5
2775,3,3
2776,3,3
2779,3.642857,3.5
2780,4.166667,4.5
2781,3,3
2782,3.833333,4
2783,3,3
2784,4,4
2786,2.5,2.5
2787,3.25,3.5
2788,4.090909,4
2789,2.4,2.5
2790,2.416667,2.5
2791,3.820755,4
2792,3.36,3.5
2793,2.555556,2.5
2794,2.875,3
2795,3.683333,4
2796,2.555556,2.5
2797,3.831776,4
2798,2.5,2.5
2799,1.75,1.5
2800,3,3
2801,3.8,4
2802,3.3,3.5
2803,3.3,3.5
2804,4.046667,4
2805,3.108696,3
2806,2.454545,2.5
2807,2.5,2.5
2808,2.5625,2.5
2809,1.5,1.5
2810,3.75,4
2812,3,3
2815,2.5,2.5
2816,1.75,1.5
2817,1.666667,1.5
2819,3.8,4
2820,4.5,4.5
2822,2.9,3
2824,3,3
2826,2.9,3
2827,2.409091,2.5
2828,2.5,2.5
2829,3,3
2832,3,3
2835,3,3
2836,3.166667,3
2837,5,5
2839,4,4
2840,2.75,2.5
2841,3.795455,4
2843,4.666667,5
2844,3.333333,3.5
2845,0.5,0.5
2846,3.944444,4
2847,3.666667,4
2848,4,4
2849,2,2
2850,2,2
2852,3.666667,4
2853,3.5,3.5
2855,4,4
2856,3.4,3.5
2857,3.785714,4
2858,4.236364,4.5
2859,4,4
2860,3.3,3.5
2861,3.066667,3
2862,3.125,3
2863,3.883333,4
2864,2.75,2.5
2866,3.75,4
2867,3.25,3.5
2868,3,3
2869,1,1
2870,3.4375,3.5
2871,3.9375,4
2872,3.8125,4
2874,4.5,4.5
2875,3.444444,3.5
2876,2.666667,2.5
2877,3.111111,3
2878,2,2
2879,3.7,4
2880,5,5
2881,3.093023,3
2882,2.166667,2
2883,3.625,3.5
2884,1,1
2885,3.5,3.5
2886,2.25,2
2887,2.5,2.5
2888,2.590909,2.5
2889,3.714286,4
2890,3.73913,4
2891,2.75,2.5
2892,2.666667,2.5
2893,4,4
2894,2,2
2897,5,5
2898,3.5,3.5
2899,3.666667,4
2900,3,3
2901,3.833333,4
2902,2.375,2.5
2903,1.833333,1.5
2904,3,3
2905,3.642857,3.5
2906,2.666667,2.5
2907,3,3
2908,3.897727,4
2912,3.764706,4
2913,3,3
2915,3.345238,3.5
2916,3.5625,3.5
2917,4.25,4.5
2918,4.007519,4
2919,3.794118,4
2920,4.5,4.5
2921,3.5,3.5
2922,3.833333,4
2923,4,4
2924,4.583333,5
2925,4.214286,4.5
2926,3.666667,4
2927,4.5,4.5
2928,3.666667,4
2929,3.892857,4
2930,4,4
2932,4,4
2935,4.2,4.5
2936,4.25,4.5
2937,4,4
2938,4.666667,5
2939,3,3
2940,3.6875,4
2941,3.25,3.5
2942,3.216667,3.5
2943,2.666667,2.5
2944,3.671429,4
2945,5,5
2946,3.545455,3.5
2947,3.716981,4
2948,3.640625,3.5
2949,3.645161,3.5
2950,2.526316,2.5
2951,3.894737,4
2952,3.5,3.5
2953,2.467742,2.5
2956,3.5,3.5
2959,4.178218,4.5
2961,3.454545,3.5
2962,3.625,3.5
2964,3.125,3
2966,3.578947,3.5
2967,3.4,3.5
2968,3.569767,3.5
2969,3.666667,4
2970,3.666667,4
2971,4.1,4
2972,2.5,2.5
2973,4.178571,4.5
2974,1.5,1.5
2975,4,4
2976,3.547619,3.5
2977,3,3
2978,3.1875,3
2979,2,2
2981,5,5
2982,5,5
2983,4,4
2984,5,5
2985,3.594828,3.5
2986,2.763158,3
2987,3.666667,4
2988,4,4
2989,3.527778,3.5
2990,3.294118,3.5
2991,3.625,3.5
2992,4,4
2993,3.558824,3.5
2995,1.96875,2
2996,3,3
2997,3.956349,4
2998,4,4
3000,4.131579,4.5
3001,2,2
3002,3.75,4
3003,1,1
3004,2.615385,2.5
3005,2.883333,3
3006,3.866667,4
3007,4.178571,4.5
3008,3.5,3.5
3010,4.5,4.5
3011,3.7,4
3013,2.5,2.5
3015,3.333333,3.5
3016,3.733333,4
3017,3.1,3
3018,3.821429,4
3019,3.833333,4
3020,3.612903,3.5
3021,5,5
3022,4.25,4.5
3024,3.666667,4
3025,3,3
3028,2.75,2.5
3029,3.5,3.5
3030,4.166667,4.5
3031,3,3
3032,3.571429,3.5
3033,3.62069,3.5
3034,3.758621,4
3035,4.411765,4.5
3036,4,4
3037,4.166667,4.5
3038,5,5
3039,3.625,3.5
3040,3.416667,3.5
3041,3,3
3042,2.333333,2.5
3043,1,1
3044,3.875,4
3045,3,3
3046,2.666667,2.5
3047,1,1
3048,3.5,3.5
3051,3.181818,3
3052,3.322785,3.5
3053,2.8,3
3054,2.571429,2.5
3055,3.5,3.5
3057,3.5,3.5
3060,3.928571,4
3061,3.590909,3.5
3062,4.090909,4
3063,3.428571,3.5
3064,2.666667,2.5
3066,3.35,3.5
3067,4,4
3068,4.029412,4
3069,4,4
3070,3.909091,4
3071,4.227273,4.5
3072,3.662162,4
3074,3.833333,4
3075,3.5,3.5
3076,2.75,2.5
3077,4.055556,4
3078,3.75,4
3079,3.928571,4
3081,3.625,3.5
3082,3.138889,3
3083,4.2,4.5
3086,4,4
3087,3.316667,3.5
3088,4.263158,4.5
3089,4.043478,4
3090,3.166667,3
3091,4.1,4
3093,3.071429,3
3094,2.666667,2.5
3095,4.064516,4
3096,3.9,4
3097,3.708333,4
3098,3.642857,3.5
3099,2.611111,2.5
3100,3.589286,3.5
3101,3.673469,4
3102,3.9,4
3103,3,3
3104,3.965517,4
3105,3.842105,4
3106,3.666667,4
3107,3.359375,3.5
3108,3.635135,3.5
3109,4,4
3110,3.666667,4
3111,4.222222,4.5
3112,5,5
3113,2.026316,2
3114,3.844,4
3115,3.666667,4
3116,4,4
3117,3.5,3.5
3118,3.5,3.5
3120,3,3
3121,3.5,3.5
3122,3,3
3125,3.3,3.5
3127,2.833333,3
3128,3.25,3.5
3129,4,4
3130,2.541667,2.5
3133,4,4
3134,4.208333,4.5
3135,3.944444,4
3136,3,3
3138,3,3
3140,4,4
3141,3.625,3.5
3142,3.6,3.5
3143,4,4
3144,2.5,2.5
3145,3.166667,3
3146,2.5,2.5
3147,3.92233,4
3148,3.24359,3.5
3150,4,4
3152,3.97619,4
3153,4.142857,4.5
3155,3.409091,3.5
3156,2.972222,3
3157,3.074074,3
3158,3.5,3.5
3159,3.382353,3.5
3160,3.692982,4
3161,3,3
3163,3.714286,4
3165,5,5
3166,4,4
3167,4.4375,4.5
3168,3.72,4
3169,3.346154,3.5
3171,4.25,4.5
3173,2.94,3
3174,3.3,3.5
3175,3.507692,3.5
3176,3.5,3.5
3177,3.166667,3
3178,3.636364,3.5
3179,3.227273,3.5
3180,2,2
3181,3.833333,4
3182,3.3125,3.5
3183,3.5,3.5
3185,3.192308,3
3186,3.625,3.5
3188,3.5,3.5
3189,3.388889,3.5
3190,1,1
3192,4,4
3194,3.681818,4
3196,3.95,4
3197,3.25,3.5
3198,3.952381,4
3199,3.666667,4
3200,4.3,4.5
3201,4.075,4
3202,5,5
3203,3.833333,4
3204,3.857143,4
3205,3,3
3206,2.75,2.5
3207,3,3
3208,1.75,1.5
3210,3.615385,3.5
3211,4,4
3213,3.85,4
3214,4,4
3216,5,5
3217,4,4
3218,3.6,3.5
3219,3.692308,4
3221,4,4
3223,3.75,4
3224,3.75,4
3225,2.6,2.5
3232,4,4
3235,3,3
3238,2,2
3239,4,4
3240,2.5,2.5
3241,3.5,3.5
3243,2.375,2.5
3244,3.607143,3.5
3245,4.5,4.5
3246,3.965517,4
3247,3.054054,3
3248,2.366667,2.5
3249,3.411765,3.5
3250,2.75,2.5
3251,3.85,4
3252,3.95,4
3253,3.391892,3.5
3254,3.136364,3
3255,3.447368,3.5
3256,3.53125,3.5
3257,2.724138,2.5
3258,2.857143,3
3259,3.133333,3
3260,3.823529,4
3261,3.666667,4
3262,3.291667,3.5
3263,3.37931,3.5
3264,2.866667,3
3265,4.1,4
3266,3.25,3.5
3267,3.571429,3.5
3268,1.8,1.5
3269,2.625,2.5
3270,3.681818,4
3271,3.366667,3.5
3272,3.3125,3.5
3273,2.814815,3
3274,3.454545,3.5
3275,3.522727,3.5
3276,1,1
3281,5,5
3282,4,4
3284,3.5,3.5
3285,3.018519,3
3286,2.166667,2
3287,3.375,3.5
3289,4,4
3292,3.5,3.5
3294,2.5,2.5
3296,3.5625,3.5
3298,3.37931,3.5
3299,2.25,2
3300,3.269231,3.5
3301,3.211538,3.5
3302,4,4
3303,1,1
3304,3.333333,3.5
3306,4.375,4.5
3307,4,4
3308,3.5,3.5
3309,4.25,4.5
3310,4.4375,4.5
3313,3.5,3.5
3314,2.5,2.5
3316,2.227273,2
3317,3.842857,4
3318,3,3
3320,4.5,4.5
3324,2.071429,2
3325,3,3
3326,2.333333,2.5
3327,3,3
3328,3.725,4
3329,4,4
3330,3.928571,4
3331,4,4
3334,3.78125,4
3338,1,1
3339,3,3
3340,2.666667,2.5
3341,3.75,4
3342,4,4
3343,2.5,2.5
3344,3.5,3.5
3347,4.083333,4
3349,4,4
3350,3.75,4
3351,3,3
3354,2.266667,2
3355,3.708333,4
3357,4.75,5
3358,3.75,4
3359,4.131579,4.5
3360,3.759259,4
3361,3.806818,4
3362,4.086207,4
3363,4.065789,4
3364,3.928571,4
3365,3.785714,4
3368,4.375,4.5
3370,4,4
3371,3.75,4
3377,3.5,3.5
3379,3.416667,3.5
3380,2.5,2.5
3384,4.166667,4.5
3385,2.666667,2.5
3386,3.821429,4
3387,3.4,3.5
3388,2.388889,2.5
3390,1.5,1.5
3391,3.333333,3.5
3392,2.4,2.5
3393,2,2
3394,3,3
3395,2.8,3
3396,3.9,4
3397,3.45,3.5
3398,3.5,3.5
3399,3,3
3400,2,2
3401,2,2
3402,4,4
3404,3.083333,3
3405,3.5625,3.5
3406,4.125,4.5
3408,3.552941,3.5
3409,3,3
3412,3.6875,4
3414,4,4
3415,3.25,3.5
3417,4.333333,4.5
3418,3.533333,3.5
3420,3.692308,4
3421,3.805085,4
3422,3.4375,3.5
3423,4,4
3424,3.734375,4
3425,3,3
3426,3.416667,3.5
3427,1.5,1.5
3428,3,3
3429,4,4
3430,2.571429,2.5
3431,2.5,2.5
3432,1,1
3434,4,4
3435,4.15625,4.5
3436,2.5625,2.5
3437,5,5
3438,2.972222,3
3439,2.5,2.5
3440,1.6,1.5
3441,2.75,2.5
3442,2.5,2.5
3444,2.875,3
3445,2.833333,3
3446,3,3
3447,5,5
3448,3.660377,4
3449,3.5,3.5
3450,3.209677,3.5
3451,3.666667,4
3452,3.052632,3
3453,3,3
3454,4,4
3456,4.5,4.5
3457,3.833333,4
3459,4,4
3460,3,3
3461,3.230769,3.5
3462,4.359375,4.5
3463,1,1
3465,4,4
3466,3.4,3.5
3467,3.852941,4
3468,4.108696,4.5
3469,4.541667,4.5
3470,4.375,4.5
3471,3.903226,4
3474,4,4
3475,4.125,4.5
3476,3.9375,4
3477,3.55,3.5
3478,3.333333,3.5
3479,3.47619,3.5
3480,3.714286,4
3481,3.960227,4
3483,3.25,3.5
3484,2.636364,2.5
3487,3,3
3489,3.116279,3
3490,3,3
3491,4,4
3492,4,4
3494,3.346154,3.5
3495,4,4
3496,3.5,3.5
3497,3,3
3498,3.923077,4
3499,3.877778,4
3500,3,3
3501,3.875,4
3502,4.25,4.5
3503,3.6,3.5
3504,4.092105,4
3505,3.909091,4
3506,3.625,3.5
3507,3.809524,4
3508,4,4
3509,3.333333,3.5
3510,3.560976,3.5
3511,2,2
3512,3.552632,3.5
3513,3.285714,3.5
3515,3.4,3.5
3516,3.0625,3
3518,2,2
3519,3.5,3.5
3520,2.666667,2.5
3521,3.909091,4
3522,2,2
3524,3.852941,4
3525,3.4,3.5
3526,3.586957,3.5
3527,3.566038,3.5
3528,2.678571,2.5
3529,3.611111,3.5
3531,2,2
3534,2.9375,3
3535,3.245098,3.5
3536,3.5,3.5
3537,2.833333,3
3538,3.666667,4
3539,4.166667,4.5
3540,3,3
3543,3.977273,4
3544,3.666667,4
3545,3.75,4
3546,3.84375,4
3547,3.375,3.5
3548,3.96875,4
3549,3.416667,3.5
3550,3.666667,4
3551,3.911765,4
3552,3.425926,3.5
3553,4,4
3554,3.666667,4
3555,2.87931,3
3556,3.583333,3.5
3557,3.5,3.5
3559,3.333333,3.5
3560,4,4
3563,1.5,1.5
3564,2.136364,2
3565,3.363636,3.5
3566,3.318182,3.5
3567,2,2
3568,3,3
3569,3.357143,3.5
3571,2.7,2.5
3572,1.5,1.5
3573,2.25,2
3574,0.75,0.5
3575,5,5
3576,4,4
3577,3.5,3.5
