@relation average_ratings_extended

@attribute movieId numeric
@attribute rating numeric
@attribute 'Average Rating' numeric
@attribute genre {Action,Drama,Thriller,Horror,Comedy,Romance,Sci-Fi}
@attribute budget {'$40 million','$20 million','$10 million','$30 million','$50 million'}
@attribute language {French,English,German,Spanish,Japanese}
@attribute Director {'Martin Scorsese','James Cameron','Quentin Tarantino','Christopher Nolan','Steven Spielberg'}

@data
1012,3.605263,3.5,Sci-Fi,'$50 million',English,'Steven Spielberg'
1013,3.380952,3.5,Horror,'$30 million',English,'Christopher Nolan'
1014,3.3,3.5,Thriller,'$30 million',Japanese,'Steven Spielberg'
1015,3.26087,3.5,Comedy,'$50 million',French,'Christopher Nolan'
1016,3.1,3,Sci-Fi,'$30 million',Spanish,'Martin Scorsese'
1017,3.264706,3.5,Comedy,'$10 million',French,'Martin Scorsese'
1018,3.4,3.5,Horror,'$50 million',English,'Steven Spielberg'
1019,3.662162,4,Romance,'$20 million',Japanese,'Martin Scorsese'
1020,3.327586,3.5,Thriller,'$40 million',French,'Martin Scorsese'
1021,3.178571,3,Horror,'$10 million',German,'Christopher Nolan'
1022,3.563636,3.5,Comedy,'$10 million',French,'Martin Scorsese'
1023,4.088235,4,Sci-Fi,'$50 million',Spanish,'Quentin Tarantino'
1024,3.25,3.5,Sci-Fi,'$40 million',French,'Christopher Nolan'
1025,3.596154,3.5,Action,'$20 million',Japanese,'James Cameron'
1026,2.5,2.5,Drama,'$40 million',English,'Christopher Nolan'
1027,3.113636,3,Sci-Fi,'$50 million',French,'Christopher Nolan'
1028,3.814103,4,Comedy,'$10 million',German,'Martin Scorsese'
1029,3.702381,4,Comedy,'$30 million',German,'Martin Scorsese'
1030,3.222222,3.5,Drama,'$30 million',French,'Steven Spielberg'
1031,3.5,3.5,Romance,'$20 million',Spanish,'Steven Spielberg'
1032,3.612245,3.5,Comedy,'$40 million',Japanese,'Quentin Tarantino'
1033,3.52381,3.5,Horror,'$10 million',Japanese,'Martin Scorsese'
1034,3.95,4,Romance,'$30 million',Spanish,'Steven Spielberg'
1035,3.94375,4,Sci-Fi,'$10 million',German,'Christopher Nolan'
1036,3.864238,4,Drama,'$50 million',German,'Martin Scorsese'
1037,2.833333,3,Drama,'$20 million',English,'Martin Scorsese'
1040,4,4,Comedy,'$20 million',English,'Quentin Tarantino'
1041,3.865385,4,Comedy,'$40 million',French,'Martin Scorsese'
1042,3.489796,3.5,Sci-Fi,'$20 million',Spanish,'Quentin Tarantino'
1043,2.375,2.5,Action,'$10 million',English,'James Cameron'
1044,3,3,Thriller,'$10 million',French,'James Cameron'
1046,3.875,4,Horror,'$10 million',Spanish,'Quentin Tarantino'
1047,3.216667,3.5,Comedy,'$40 million',French,'Steven Spielberg'
1049,3.619048,3.5,Action,'$40 million',Spanish,'Christopher Nolan'
1050,3.555556,3.5,Thriller,'$30 million',English,'Christopher Nolan'
1051,3,3,Horror,'$10 million',Japanese,'Steven Spielberg'
1053,2,2,Romance,'$30 million',English,'Steven Spielberg'
1054,1.5,1.5,Comedy,'$10 million',English,'Martin Scorsese'
1055,2,2,Action,'$50 million',French,'Martin Scorsese'
1056,4,4,Horror,'$30 million',Spanish,'Steven Spielberg'
1057,3.823529,4,Action,'$10 million',German,'Martin Scorsese'
1059,3.525862,3.5,Sci-Fi,'$50 million',French,'Christopher Nolan'
1060,4.22619,4.5,Horror,'$30 million',French,'Christopher Nolan'
1061,3.545455,3.5,Thriller,'$50 million',Spanish,'Christopher Nolan'
1063,4.333333,4.5,Sci-Fi,'$50 million',French,'Christopher Nolan'
1064,3,3,Romance,'$40 million',Japanese,'Christopher Nolan'
1066,4.409091,4.5,Comedy,'$30 million',English,'Christopher Nolan'
1067,4,4,Drama,'$20 million',Japanese,'Christopher Nolan'
1068,3.5,3.5,Comedy,'$20 million',Japanese,'James Cameron'
1069,3.666667,4,Thriller,'$40 million',French,'Steven Spielberg'
1073,3.753378,4,Action,'$10 million',French,'Martin Scorsese'
1076,3.75,4,Comedy,'$50 million',German,'Quentin Tarantino'
1077,4.051282,4,Romance,'$20 million',German,'Quentin Tarantino'
1078,3.842105,4,Horror,'$10 million',English,'Steven Spielberg'
1079,3.97191,4,Action,'$30 million',German,'Martin Scorsese'
1080,3.857143,4,Comedy,'$50 million',English,'James Cameron'
1081,3.672414,4,Horror,'$20 million',French,'Martin Scorsese'
1082,3.6875,4,Horror,'$10 million',German,'James Cameron'
1083,3,3,Sci-Fi,'$10 million',Spanish,'Steven Spielberg'
1084,3.875,4,Romance,'$50 million',Japanese,'Martin Scorsese'
1085,3.5,3.5,Sci-Fi,'$50 million',French,'Martin Scorsese'
1086,3.942308,4,Horror,'$30 million',English,'Steven Spielberg'
1087,3.75,4,Thriller,'$10 million',German,'Martin Scorsese'
1088,3.358491,3.5,Drama,'$20 million',French,'Martin Scorsese'
1089,4.162879,4.5,Horror,'$40 million',Spanish,'Martin Scorsese'
1090,3.933824,4,Sci-Fi,'$20 million',English,'Martin Scorsese'
1091,2.62963,2.5,Romance,'$40 million',English,'Quentin Tarantino'
1092,3.294643,3.5,Comedy,'$50 million',French,'Christopher Nolan'
1093,3.111111,3,Comedy,'$40 million',German,'Christopher Nolan'
1094,3.92,4,Horror,'$10 million',German,'Christopher Nolan'
1095,3.87037,4,Horror,'$10 million',Japanese,'Steven Spielberg'
1096,4.038462,4,Romance,'$20 million',German,'James Cameron'
1097,3.76875,4,Comedy,'$20 million',Spanish,'Quentin Tarantino'
1099,3.545455,3.5,Romance,'$30 million',English,'Steven Spielberg'
1100,2.578947,2.5,Sci-Fi,'$10 million',German,'Christopher Nolan'
1101,3.324324,3.5,Drama,'$20 million',German,'Steven Spielberg'
1103,3.9375,4,Drama,'$40 million',German,'Quentin Tarantino'
1104,3.9125,4,Sci-Fi,'$20 million',German,'Quentin Tarantino'
1105,1.75,1.5,Sci-Fi,'$40 million',Spanish,'Quentin Tarantino'
1111,3.9375,4,Horror,'$40 million',English,'James Cameron'
1112,3.666667,4,Horror,'$50 million',Japanese,'Steven Spielberg'
1113,2.428571,2.5,Sci-Fi,'$50 million',German,'Steven Spielberg'
1114,3.166667,3,Comedy,'$50 million',English,'Quentin Tarantino'
1120,3.621212,3.5,Action,'$10 million',German,'Martin Scorsese'
1123,4,4,Action,'$50 million',French,'Quentin Tarantino'
1124,3.607143,3.5,Action,'$40 million',English,'James Cameron'
1125,3.410714,3.5,Comedy,'$50 million',Japanese,'Steven Spielberg'
1126,2.727273,2.5,Thriller,'$10 million',German,'Quentin Tarantino'
1127,3.612676,3.5,Romance,'$30 million',Japanese,'Quentin Tarantino'
1128,3.416667,3.5,Drama,'$50 million',Japanese,'James Cameron'
1129,3.3125,3.5,Sci-Fi,'$30 million',English,'Steven Spielberg'
1130,3.75,4,Action,'$20 million',Spanish,'Quentin Tarantino'
1131,4.088235,4,Sci-Fi,'$20 million',German,'Christopher Nolan'
1132,3.65625,4,Action,'$40 million',Japanese,'Steven Spielberg'
1135,3.347826,3.5,Horror,'$30 million',German,'James Cameron'
1136,4.224138,4.5,Comedy,'$20 million',Spanish,'Christopher Nolan'
1137,4,4,Romance,'$30 million',French,'Martin Scorsese'
1145,3,3,Sci-Fi,'$50 million',German,'Martin Scorsese'
1147,4.4375,4.5,Action,'$30 million',Japanese,'Christopher Nolan'
1148,4.093333,4,Sci-Fi,'$40 million',English,'Christopher Nolan'
1150,3.8,4,Action,'$20 million',English,'Martin Scorsese'
1151,4,4,Horror,'$10 million',German,'Christopher Nolan'
1152,3,3,Drama,'$20 million',English,'Steven Spielberg'
1153,3,3,Romance,'$40 million',Japanese,'Christopher Nolan'
1154,1,1,Thriller,'$10 million',English,'Steven Spielberg'
1161,4.0625,4,Comedy,'$40 million',German,'Martin Scorsese'
1162,3.6,3.5,Drama,'$40 million',Spanish,'Quentin Tarantino'
1163,2.5,2.5,Drama,'$10 million',Spanish,'Christopher Nolan'
1164,1,1,Comedy,'$10 million',German,'Christopher Nolan'
1165,1.5,1.5,Action,'$30 million',English,'Christopher Nolan'
1167,2,2,Comedy,'$40 million',Japanese,'James Cameron'
1168,3,3,Horror,'$10 million',English,'Christopher Nolan'
1169,4,4,Thriller,'$50 million',English,'Christopher Nolan'
1171,3.580645,3.5,Comedy,'$20 million',Spanish,'Steven Spielberg'
1172,4.26087,4.5,Action,'$30 million',French,'Martin Scorsese'
1173,3.210526,3.5,Horror,'$20 million',Japanese,'Quentin Tarantino'
1174,3,3,Action,'$10 million',German,'Martin Scorsese'
1175,4.166667,4.5,Action,'$50 million',German,'Quentin Tarantino'
1176,3.777778,4,Drama,'$10 million',English,'Steven Spielberg'
1177,3.769231,4,Drama,'$50 million',French,'James Cameron'
1178,4.366667,4.5,Thriller,'$20 million',German,'Martin Scorsese'
1179,3.85,4,Romance,'$10 million',Japanese,'Christopher Nolan'
1180,3.666667,4,Romance,'$10 million',Spanish,'Steven Spielberg'
1181,4,4,Comedy,'$30 million',French,'Steven Spielberg'
1183,3.601351,3.5,Action,'$50 million',Japanese,'Steven Spielberg'
1184,4,4,Action,'$20 million',French,'Christopher Nolan'
1185,3.75,4,Comedy,'$40 million',Japanese,'Martin Scorsese'
1186,3.637931,3.5,Thriller,'$30 million',German,'Quentin Tarantino'
1187,3.5,3.5,Horror,'$50 million',German,'Christopher Nolan'
1188,3.397059,3.5,Drama,'$30 million',French,'Martin Scorsese'
1189,4,4,Sci-Fi,'$10 million',French,'Steven Spielberg'
1190,2.1,2,Horror,'$10 million',Japanese,'Quentin Tarantino'
1191,3.55,3.5,Action,'$40 million',Japanese,'Quentin Tarantino'
1192,4.388889,4.5,Horror,'$50 million',Spanish,'Christopher Nolan'
1193,4.256944,4.5,Action,'$20 million',Japanese,'James Cameron'
1194,3.733333,4,Comedy,'$40 million',French,'Quentin Tarantino'
1196,4.232906,4.5,Action,'$50 million',German,'Martin Scorsese'
1197,4.208589,4.5,Drama,'$50 million',French,'Martin Scorsese'
1198,4.193182,4.5,Sci-Fi,'$20 million',Japanese,'Martin Scorsese'
1199,4.032258,4,Action,'$30 million',Spanish,'James Cameron'
1200,3.924,4,Comedy,'$40 million',German,'Quentin Tarantino'
1201,3.938596,4,Sci-Fi,'$30 million',French,'Martin Scorsese'
1202,3.642857,3.5,Horror,'$30 million',Japanese,'Christopher Nolan'
1203,4.304054,4.5,Horror,'$20 million',Spanish,'James Cameron'
1204,4.215686,4.5,Romance,'$20 million',German,'Steven Spielberg'
1206,4,4,Comedy,'$20 million',Spanish,'Martin Scorsese'
1207,4.18125,4.5,Sci-Fi,'$20 million',Japanese,'Christopher Nolan'
1208,4.138393,4.5,Sci-Fi,'$30 million',German,'Martin Scorsese'
1209,4.21875,4.5,Sci-Fi,'$50 million',Japanese,'Quentin Tarantino'
1210,4.059908,4,Comedy,'$20 million',Japanese,'Steven Spielberg'
1211,4.210526,4.5,Drama,'$40 million',French,'James Cameron'
1212,4.25,4.5,Action,'$50 million',Japanese,'Steven Spielberg'
1213,4.20229,4.5,Comedy,'$40 million',French,'Christopher Nolan'
1214,3.988189,4,Drama,'$40 million',Spanish,'Martin Scorsese'
1215,3.817308,4,Romance,'$10 million',Japanese,'Steven Spielberg'
1216,2.9,3,Action,'$30 million',German,'Steven Spielberg'
1217,4.423077,4.5,Thriller,'$50 million',German,'Quentin Tarantino'
1218,4.214286,4.5,Drama,'$20 million',Spanish,'James Cameron'
1219,4.253247,4.5,Horror,'$20 million',Japanese,'Quentin Tarantino'
1220,3.893617,4,Action,'$20 million',English,'Quentin Tarantino'
1221,4.385185,4.5,Comedy,'$20 million',English,'James Cameron'
1222,4.033654,4,Drama,'$20 million',German,'Martin Scorsese'
1223,4.089744,4,Drama,'$20 million',English,'Christopher Nolan'
1224,4.181818,4.5,Action,'$30 million',French,'James Cameron'
1225,4.155,4.5,Action,'$30 million',Spanish,'Martin Scorsese'
1226,3.576923,3.5,Thriller,'$10 million',Spanish,'Steven Spielberg'
1227,4.181818,4.5,Comedy,'$20 million',French,'Steven Spielberg'
1228,4.35,4.5,Sci-Fi,'$20 million',French,'Christopher Nolan'
1230,4.09375,4,Thriller,'$20 million',Japanese,'Christopher Nolan'
1231,3.911111,4,Comedy,'$40 million',German,'Steven Spielberg'
1232,3.85,4,Horror,'$40 million',French,'James Cameron'
1233,4.166667,4.5,Drama,'$10 million',Japanese,'Christopher Nolan'
1234,4.015873,4,Horror,'$40 million',English,'Quentin Tarantino'
1235,3.784091,4,Horror,'$20 million',French,'James Cameron'
1236,3.8,4,Drama,'$50 million',German,'Christopher Nolan'
1237,4.28125,4.5,Comedy,'$10 million',French,'Christopher Nolan'
1238,4.147059,4.5,Romance,'$50 million',French,'James Cameron'
1240,3.958861,4,Thriller,'$40 million',English,'Quentin Tarantino'
1241,3,3,Romance,'$50 million',English,'Steven Spielberg'
1242,3.836207,4,Action,'$20 million',Japanese,'James Cameron'
1243,4.045455,4,Comedy,'$50 million',Spanish,'James Cameron'
1244,3.962963,4,Thriller,'$50 million',German,'James Cameron'
1245,3.851852,4,Comedy,'$20 million',French,'Quentin Tarantino'
1246,3.784211,4,Thriller,'$20 million',Spanish,'Quentin Tarantino'
1247,4.123596,4.5,Romance,'$50 million',German,'Martin Scorsese'
1248,4.236842,4.5,Thriller,'$10 million',Japanese,'Christopher Nolan'
1249,3.910256,4,Drama,'$50 million',German,'Steven Spielberg'
1250,4.138462,4.5,Thriller,'$30 million',English,'Martin Scorsese'
1251,3.825,4,Comedy,'$20 million',French,'James Cameron'
1252,4.335526,4.5,Horror,'$10 million',French,'James Cameron'
1253,3.8,4,Horror,'$20 million',Japanese,'Christopher Nolan'
1254,4.3,4.5,Comedy,'$40 million',French,'Steven Spielberg'
1255,3.541667,3.5,Action,'$20 million',French,'Christopher Nolan'
1256,4.132353,4.5,Romance,'$20 million',French,'Martin Scorsese'
1257,3.8125,4,Comedy,'$50 million',English,'Martin Scorsese'
1258,4.029703,4,Horror,'$20 million',German,'Martin Scorsese'
1259,4.09375,4,Sci-Fi,'$10 million',English,'Quentin Tarantino'
1260,4.261905,4.5,Action,'$50 million',French,'Christopher Nolan'
1261,3.787879,4,Drama,'$50 million',English,'Quentin Tarantino'
1262,3.94898,4,Action,'$40 million',French,'Quentin Tarantino'
1263,3.864583,4,Comedy,'$30 million',German,'Steven Spielberg'
1264,4.285714,4.5,Comedy,'$20 million',Japanese,'Quentin Tarantino'
1265,3.839394,4,Comedy,'$50 million',Japanese,'James Cameron'
1266,3.885965,4,Romance,'$50 million',German,'Christopher Nolan'
1267,4.122449,4.5,Horror,'$30 million',Japanese,'Martin Scorsese'
1268,3.470588,3.5,Sci-Fi,'$30 million',Japanese,'Steven Spielberg'
1269,3.945946,4,Sci-Fi,'$50 million',German,'Martin Scorsese'
1270,4.015487,4,Thriller,'$50 million',French,'James Cameron'
1271,3.7,4,Romance,'$40 million',English,'Martin Scorsese'
1272,4.1,4,Action,'$30 million',Japanese,'James Cameron'
1273,3.736842,4,Sci-Fi,'$20 million',Spanish,'Christopher Nolan'
1274,3.838235,4,Horror,'$40 million',German,'Christopher Nolan'
1275,3.428571,3.5,Comedy,'$10 million',French,'James Cameron'
1276,4.271739,4.5,Action,'$50 million',Japanese,'James Cameron'
1277,4,4,Thriller,'$20 million',Spanish,'Steven Spielberg'
1278,4.087838,4,Horror,'$50 million',Spanish,'Christopher Nolan'
1279,3.75,4,Horror,'$30 million',Spanish,'Steven Spielberg'
1280,4.157895,4.5,Horror,'$40 million',German,'Martin Scorsese'
1281,4.043478,4,Horror,'$50 million',French,'James Cameron'
1282,3.757813,4,Romance,'$40 million',English,'Quentin Tarantino'
1283,4.119048,4.5,Sci-Fi,'$30 million',Spanish,'Steven Spielberg'
1284,3.984375,4,Horror,'$30 million',Japanese,'Steven Spielberg'
1285,3.803279,4,Comedy,'$50 million',English,'Christopher Nolan'
1286,3.638889,3.5,Action,'$50 million',Spanish,'James Cameron'
1287,3.891304,4,Comedy,'$30 million',English,'Martin Scorsese'
1288,4.085366,4,Romance,'$40 million',English,'James Cameron'
1289,3.923077,4,Comedy,'$10 million',English,'Christopher Nolan'
1290,3.583333,3.5,Drama,'$50 million',French,'James Cameron'
1291,4.017007,4,Thriller,'$50 million',English,'Steven Spielberg'
1292,4.089286,4,Horror,'$30 million',French,'Martin Scorsese'
1293,3.978261,4,Drama,'$50 million',German,'Martin Scorsese'
1295,3.117647,3,Thriller,'$20 million',French,'Christopher Nolan'
1296,3.822581,4,Romance,'$50 million',English,'James Cameron'
1297,3.375,3.5,Action,'$20 million',French,'Steven Spielberg'
1298,3.645833,3.5,Comedy,'$50 million',French,'Christopher Nolan'
1299,4.271429,4.5,Thriller,'$50 million',Spanish,'Quentin Tarantino'
1300,4.052632,4,Action,'$50 million',Japanese,'James Cameron'
1301,3.833333,4,Sci-Fi,'$20 million',German,'James Cameron'
1302,3.574627,3.5,Action,'$20 million',English,'Quentin Tarantino'
1303,3.933333,4,Drama,'$10 million',Japanese,'Martin Scorsese'
1304,4.173333,4.5,Horror,'$50 million',Japanese,'James Cameron'
1305,4.291667,4.5,Action,'$30 million',Japanese,'Christopher Nolan'
1306,2.857143,3,Drama,'$40 million',Spanish,'Quentin Tarantino'
1307,3.91954,4,Thriller,'$40 million',Spanish,'Christopher Nolan'
1310,4.5,4.5,Drama,'$50 million',French,'James Cameron'
1311,0.5,0.5,Sci-Fi,'$10 million',English,'Martin Scorsese'
1312,5,5,Sci-Fi,'$30 million',English,'James Cameron'
1317,4,4,Action,'$50 million',Spanish,'James Cameron'
1320,3.181818,3,Action,'$10 million',English,'Martin Scorsese'
1321,3.631579,3.5,Comedy,'$10 million',German,'Steven Spielberg'
1322,2.5,2.5,Sci-Fi,'$40 million',German,'Quentin Tarantino'
1323,2.25,2,Action,'$30 million',Spanish,'Steven Spielberg'
1324,1,1,Comedy,'$40 million',French,'Christopher Nolan'
1325,1,1,Sci-Fi,'$10 million',Spanish,'James Cameron'
1326,2.666667,2.5,Romance,'$30 million',Spanish,'Martin Scorsese'
1327,3.115385,3,Horror,'$10 million',Japanese,'Quentin Tarantino'
1328,1,1,Romance,'$20 million',French,'Christopher Nolan'
1329,3,3,Comedy,'$20 million',English,'Quentin Tarantino'
1330,3.428571,3.5,Action,'$20 million',English,'Martin Scorsese'
1331,2.333333,2.5,Thriller,'$40 million',Japanese,'Quentin Tarantino'
1332,3.5,3.5,Thriller,'$10 million',German,'Steven Spielberg'
1333,3.754902,4,Action,'$40 million',French,'Steven Spielberg'
1334,3.133333,3,Sci-Fi,'$50 million',German,'Martin Scorsese'
1335,4,4,Action,'$20 million',Spanish,'Steven Spielberg'
1336,3.5,3.5,Action,'$20 million',French,'James Cameron'
1337,2.833333,3,Horror,'$40 million',French,'Martin Scorsese'
1339,3.298077,3.5,Sci-Fi,'$30 million',English,'Martin Scorsese'
1340,3.75,4,Comedy,'$10 million',German,'James Cameron'
1341,4,4,Thriller,'$30 million',French,'Steven Spielberg'
1342,3.058824,3,Thriller,'$20 million',German,'Martin Scorsese'
1343,3.74359,4,Thriller,'$30 million',Japanese,'James Cameron'
1344,3.631579,3.5,Thriller,'$20 million',English,'Steven Spielberg'
1345,3.675676,4,Action,'$40 million',German,'Christopher Nolan'
1346,3.111111,3,Comedy,'$10 million',English,'Martin Scorsese'
1347,3.28125,3.5,Action,'$30 million',Spanish,'Quentin Tarantino'
1348,3.809524,4,Sci-Fi,'$30 million',Spanish,'Steven Spielberg'
1349,4.5,4.5,Thriller,'$40 million',German,'Martin Scorsese'
1350,3.36,3.5,Romance,'$20 million',English,'James Cameron'
1351,4,4,Horror,'$10 million',German,'James Cameron'
1352,3.5,3.5,Sci-Fi,'$50 million',Japanese,'Steven Spielberg'
1353,2.961538,3,Horror,'$10 million',Spanish,'Martin Scorsese'
1354,3.975,4,Sci-Fi,'$20 million',French,'James Cameron'
1355,2.5,2.5,Sci-Fi,'$10 million',English,'James Cameron'
1356,3.878049,4,Sci-Fi,'$30 million',Japanese,'Christopher Nolan'
1357,3.945946,4,Thriller,'$20 million',English,'Christopher Nolan'
1358,3.886364,4,Drama,'$10 million',English,'Quentin Tarantino'
1359,2.136364,2,Drama,'$30 million',German,'Steven Spielberg'
1361,4.153846,4.5,Comedy,'$20 million',Japanese,'Christopher Nolan'
1363,3.357143,3.5,Sci-Fi,'$10 million',German,'Christopher Nolan'
1365,3.6,3.5,Thriller,'$50 million',French,'Quentin Tarantino'
1366,3.961538,4,Thriller,'$30 million',Spanish,'Quentin Tarantino'
1367,2.959459,3,Comedy,'$20 million',German,'Steven Spielberg'
1369,2.5,2.5,Horror,'$10 million',French,'Quentin Tarantino'
1370,3.287879,3.5,Sci-Fi,'$20 million',Spanish,'Christopher Nolan'
1371,3.053191,3,Thriller,'$10 million',German,'James Cameron'
1372,3.265957,3.5,Drama,'$10 million',Spanish,'Martin Scorsese'
1373,2.78,3,Comedy,'$50 million',Japanese,'Steven Spielberg'
1374,3.75,4,Drama,'$10 million',Spanish,'James Cameron'
1375,3.314815,3.5,Romance,'$10 million',French,'Quentin Tarantino'
1376,3.5,3.5,Horror,'$30 million',German,'Christopher Nolan'
1377,3.085938,3,Horror,'$50 million',Spanish,'Quentin Tarantino'
1378,3.25,3.5,Drama,'$30 million',German,'Martin Scorsese'
1379,2.821429,3,Sci-Fi,'$20 million',Spanish,'Martin Scorsese'
1380,3.477778,3.5,Romance,'$40 million',English,'Quentin Tarantino'
1381,2.447368,2.5,Horror,'$50 million',English,'Martin Scorsese'
1382,2,2,Drama,'$30 million',Japanese,'Christopher Nolan'
1384,4,4,Horror,'$40 million',English,'Martin Scorsese'
1385,3,3,Action,'$40 million',English,'James Cameron'
1387,3.777778,4,Drama,'$40 million',French,'James Cameron'
1388,2.759259,3,Sci-Fi,'$40 million',French,'Steven Spielberg'
1389,1.791667,1.5,Comedy,'$10 million',Japanese,'Christopher Nolan'
1390,3.5,3.5,Horror,'$30 million',Spanish,'Martin Scorsese'
1391,2.99375,3,Sci-Fi,'$10 million',French,'Steven Spielberg'
1392,3.375,3.5,Horror,'$30 million',English,'Martin Scorsese'
1393,3.698113,4,Action,'$50 million',German,'Martin Scorsese'
1394,3.95,4,Comedy,'$10 million',Spanish,'Martin Scorsese'
1395,3.428571,3.5,Comedy,'$40 million',Spanish,'James Cameron'
1396,3.617647,3.5,Drama,'$30 million',Japanese,'Quentin Tarantino'
1397,3,3,Drama,'$50 million',French,'James Cameron'
1398,3.5,3.5,Comedy,'$40 million',Spanish,'James Cameron'
1399,3.5,3.5,Drama,'$50 million',French,'Steven Spielberg'
1401,3.5,3.5,Sci-Fi,'$50 million',Spanish,'Martin Scorsese'
1404,2.75,2.5,Action,'$50 million',Spanish,'Quentin Tarantino'
1405,3.032609,3,Horror,'$30 million',German,'Quentin Tarantino'
1406,3.25,3.5,Drama,'$10 million',Spanish,'Martin Scorsese'
1407,3.410959,3.5,Horror,'$40 million',Spanish,'Martin Scorsese'
1408,3.616279,3.5,Romance,'$10 million',Spanish,'Martin Scorsese'
1409,2.984848,3,Horror,'$40 million',Spanish,'Christopher Nolan'
1410,2.75,2.5,Romance,'$40 million',Japanese,'James Cameron'
1411,4.16,4.5,Sci-Fi,'$50 million',Spanish,'James Cameron'
1413,3.5,3.5,Comedy,'$20 million',Japanese,'Quentin Tarantino'
1414,3.7,4,Romance,'$20 million',Japanese,'Christopher Nolan'
1415,3.5,3.5,Horror,'$10 million',German,'Steven Spielberg'
1416,3.181818,3,Sci-Fi,'$10 million',Spanish,'Quentin Tarantino'
1417,2,2,Drama,'$20 million',Japanese,'Steven Spielberg'
1419,3.6,3.5,Action,'$50 million',Spanish,'Martin Scorsese'
1420,5,5,Action,'$50 million',English,'James Cameron'
1422,3.1,3,Action,'$40 million',German,'Martin Scorsese'
1423,4.25,4.5,Romance,'$40 million',Spanish,'Christopher Nolan'
1425,2.944444,3,Action,'$20 million',English,'Quentin Tarantino'
1427,3.2,3,Action,'$20 million',Japanese,'Steven Spielberg'
1428,5,5,Horror,'$50 million',English,'Quentin Tarantino'
1429,3.653846,4,Sci-Fi,'$30 million',French,'Martin Scorsese'
1430,2.5,2.5,Thriller,'$20 million',German,'Martin Scorsese'
1431,2.722222,2.5,Sci-Fi,'$30 million',French,'James Cameron'
1432,3.4,3.5,Drama,'$20 million',French,'Martin Scorsese'
1433,3,3,Action,'$10 million',Japanese,'Quentin Tarantino'
1437,3.5,3.5,Drama,'$40 million',German,'Quentin Tarantino'
1438,2.681818,2.5,Drama,'$40 million',French,'James Cameron'
1440,3,3,Romance,'$10 million',German,'Martin Scorsese'
1441,3.375,3.5,Thriller,'$30 million',English,'Martin Scorsese'
1442,2.5,2.5,Comedy,'$20 million',German,'Quentin Tarantino'
1444,4,4,Horror,'$20 million',Japanese,'Martin Scorsese'
1445,2,2,Romance,'$30 million',Japanese,'Quentin Tarantino'
1446,3.833333,4,Drama,'$10 million',German,'Christopher Nolan'
1447,2.833333,3,Thriller,'$50 million',Japanese,'Martin Scorsese'
1449,3.87931,4,Sci-Fi,'$30 million',English,'James Cameron'
1450,5,5,Horror,'$40 million',French,'Quentin Tarantino'
1453,2.357143,2.5,Sci-Fi,'$30 million',Spanish,'Martin Scorsese'
1454,3,3,Horror,'$30 million',French,'Martin Scorsese'
1455,5,5,Romance,'$20 million',Spanish,'Quentin Tarantino'
1456,1.5,1.5,Drama,'$10 million',English,'Martin Scorsese'
1457,3.05,3,Action,'$40 million',Japanese,'James Cameron'
1458,3,3,Thriller,'$20 million',Spanish,'Christopher Nolan'
1459,3.05,3,Drama,'$20 million',English,'Steven Spielberg'
1460,3.333333,3.5,Comedy,'$10 million',English,'James Cameron'
1461,2.714286,2.5,Horror,'$30 million',English,'Steven Spielberg'
1463,4.5,4.5,Action,'$50 million',German,'Quentin Tarantino'
1464,3.7,4,Drama,'$30 million',German,'Quentin Tarantino'
1465,4,4,Horror,'$10 million',French,'Quentin Tarantino'
1466,3.884615,4,Romance,'$20 million',German,'Steven Spielberg'
1468,2.333333,2.5,Horror,'$40 million',English,'Quentin Tarantino'
1472,4,4,Sci-Fi,'$40 million',French,'Steven Spielberg'
1473,2,2,Thriller,'$20 million',English,'Martin Scorsese'
1474,1.666667,1.5,Thriller,'$30 million',Spanish,'Steven Spielberg'
1475,4,4,Sci-Fi,'$30 million',Japanese,'Quentin Tarantino'
1476,3.521739,3.5,Romance,'$50 million',Spanish,'Steven Spielberg'
1479,3.071429,3,Thriller,'$40 million',German,'Quentin Tarantino'
1480,3.583333,3.5,Action,'$50 million',German,'Steven Spielberg'
1482,3,3,Comedy,'$50 million',French,'Christopher Nolan'
1483,3.277778,3.5,Action,'$30 million',Japanese,'Quentin Tarantino'
1484,3.833333,4,Sci-Fi,'$40 million',Japanese,'Quentin Tarantino'
1485,3.190141,3,Sci-Fi,'$20 million',French,'Steven Spielberg'
1487,3.1875,3,Drama,'$10 million',Spanish,'Quentin Tarantino'
1488,3,3,Romance,'$20 million',German,'James Cameron'
1489,3.5,3.5,Drama,'$50 million',French,'James Cameron'
1490,0.75,0.5,Sci-Fi,'$40 million',English,'Christopher Nolan'
1493,4,4,Thriller,'$20 million',Japanese,'James Cameron'
1495,1,1,Horror,'$20 million',French,'Martin Scorsese'
1497,2.833333,3,Action,'$10 million',French,'James Cameron'
1498,3,3,Sci-Fi,'$40 million',English,'Steven Spielberg'
1499,2.017857,2,Drama,'$50 million',Spanish,'Martin Scorsese'
1500,3.96875,4,Action,'$20 million',Spanish,'Steven Spielberg'
1501,3,3,Thriller,'$20 million',English,'Martin Scorsese'
1502,1.75,1.5,Thriller,'$40 million',French,'Steven Spielberg'
1503,2.666667,2.5,Comedy,'$40 million',Spanish,'Martin Scorsese'
1504,4.5,4.5,Action,'$50 million',Spanish,'James Cameron'
